query_id,timestamp,session_id,visitor_id,channel,language,visitor_type,visitor_origin,query_type,site_referenced,region_referenced,sentiment,response_time_seconds,resolved,is_emergency
QRY-000353,2026-06-04 13:30,SESS-000156,VIS-00157,voice_note,French,domestic,Littoral,opening_hours,Chez Wou & La Salsa,Centre,neutral,2.2,True,False
QRY-000887,2026-06-04 13:44,SESS-000350,VIS-00351,text,Pidgin,domestic,North West,general_chat,,East,neutral,2.2,False,False
QRY-004292,2026-06-04 14:40,SESS-001688,VIS-01689,text,French,domestic,North West,booking_interest,Les Gites de Kribi,South,positive,3.9,True,False
QRY-005916,2026-06-04 14:48,SESS-002373,VIS-02374,text,French,domestic,North,opening_hours,Plage de Kribi (Tara Plage),South,neutral,4.9,True,False
QRY-000885,2026-06-04 14:49,SESS-000350,VIS-00351,text,Pidgin,domestic,West,cultural_info,Domaine du Petpenoun,West,positive,4.3,True,False
QRY-005120,2026-06-04 15:47,SESS-002024,VIS-02025,voice_note,English,domestic,South,opening_hours,Marche Sandaga & Deido Soya,Littoral,positive,3.1,True,False
QRY-003857,2026-06-04 15:57,SESS-001539,VIS-01540,text,French,domestic,Far North,opening_hours,Chez Wou & La Salsa,Centre,neutral,3.0,True,False
QRY-001510,2026-06-04 16:45,SESS-000606,VIS-00607,voice_note,English,foreign,Gabon,directions,Hotel Zingana,West,neutral,4.2,True,False
QRY-005735,2026-06-04 17:02,SESS-002289,VIS-02290,voice_note,French,domestic,South,pricing,Mount Cameroon (Upper Farms),South West,neutral,3.5,True,False
QRY-003539,2026-06-04 17:11,SESS-001408,VIS-01409,text,Pidgin,domestic,North,directions,Chez Wou & La Salsa,Centre,positive,0.9,True,False
QRY-005912,2026-06-04 17:43,SESS-002369,VIS-02370,text,French,domestic,South West,transport_fare,Musee National de Yaounde,Centre,neutral,3.6,True,False
QRY-002650,2026-06-04 18:11,SESS-001049,VIS-01050,text,English,foreign,Gabon,opening_hours,Hotel Ilomba,South,positive,2.4,True,False
QRY-000558,2026-06-04 18:24,SESS-000235,VIS-00236,text,English,domestic,South,directions,L'Ovalie & La Fourchette,Littoral,neutral,4.5,True,False
QRY-005471,2026-06-04 18:42,SESS-002176,VIS-02177,text,English,domestic,South,directions,Down Beach Roasted Fish Sheds,South West,neutral,1.8,True,False
QRY-005524,2026-06-04 19:04,SESS-002199,VIS-02200,text,English,domestic,South West,cultural_info,Pullman Douala Rabingha,Littoral,positive,1.9,True,False
QRY-002653,2026-06-04 19:15,SESS-001050,VIS-01051,text,Pidgin,domestic,Adamawa,opening_hours,Musee Maritime de Douala,Littoral,positive,2.3,True,False
QRY-004993,2026-06-04 19:28,SESS-001971,VIS-01972,voice_note,French,foreign,Gabon,transport_fare,Mont Febe & Golf Club,Centre,positive,5.3,True,False
QRY-003879,2026-06-04 19:44,SESS-001544,VIS-01545,voice_note,English,foreign,Chad,pricing,Down Beach & Batoke Beach,South West,neutral,2.8,True,False
QRY-002359,2026-06-04 20:11,SESS-000943,VIS-00944,text,French,domestic,North,pricing,Marche Sandaga & Deido Soya,Littoral,positive,2.4,True,False
QRY-004110,2026-06-04 21:09,SESS-001625,VIS-01626,voice_note,French,domestic,Littoral,cultural_info,Pullman Douala Rabingha,Littoral,positive,2.6,True,False
QRY-003531,2026-06-04 21:52,SESS-001405,VIS-01406,text,English,domestic,North,opening_hours,Mont Febe & Golf Club,Centre,positive,1.0,True,False
QRY-000585,2026-06-04 22:00,SESS-000247,VIS-00248,text,French,foreign,Belgium,directions,Krystal Palace Douala,Littoral,positive,2.4,True,False
QRY-000792,2026-06-04 22:14,SESS-000312,VIS-00313,text,English,domestic,South West,opening_hours,Krystal Palace Douala,Littoral,neutral,1.3,True,False
QRY-003662,2026-06-04 22:41,SESS-001454,VIS-01455,voice_note,French,domestic,North West,general_chat,,North West,positive,2.5,True,False
QRY-005771,2026-06-04 22:42,SESS-002307,VIS-02308,voice_note,Pidgin,domestic,Centre,pricing,Chez Carimo / Lobe Shacks,South,neutral,2.1,True,False
QRY-000187,2026-06-04 22:47,SESS-000085,VIS-00086,text,French,domestic,Far North,pricing,Monument de la Reunification,Centre,positive,2.6,True,False
QRY-000309,2026-06-05 06:14,SESS-000139,VIS-00140,text,French,domestic,West,pricing,Down Beach Roasted Fish Sheds,South West,neutral,3.8,True,False
QRY-004738,2026-06-05 06:22,SESS-001874,VIS-01875,text,French,domestic,South West,directions,Pullman Douala Rabingha,Littoral,neutral,3.6,True,False
QRY-005151,2026-06-05 06:27,SESS-002041,VIS-02042,text,English,domestic,East,transport_fare,Down Beach & Batoke Beach,South West,neutral,3.4,True,False
QRY-001926,2026-06-05 06:29,SESS-000768,VIS-00769,text,English,domestic,Adamawa,cultural_info,Rue des Artisans,West,neutral,3.2,True,False
QRY-002877,2026-06-05 07:06,SESS-001136,VIS-01137,text,English,domestic,South West,transport_fare,Musee Maritime de Douala,Littoral,neutral,2.9,True,False
QRY-000916,2026-06-05 07:54,SESS-000362,VIS-00363,text,English,domestic,East,booking_interest,Hilton Yaounde,Centre,positive,2.9,True,False
QRY-006110,2026-06-05 08:40,SESS-002438,VIS-02439,voice_note,Pidgin,foreign,Equatorial Guinea,directions,Mont Febe & Golf Club,Centre,positive,4.6,True,False
QRY-005490,2026-06-05 08:41,SESS-002183,VIS-02184,text,French,foreign,Germany,directions,Grand Batanga & Luma Museum,South,positive,5.2,True,False
QRY-000206,2026-06-05 09:00,SESS-000096,VIS-00097,text,English,foreign,Belgium,pricing,Mefou Primate Sanctuary,Centre,neutral,1.5,True,False
QRY-000471,2026-06-05 09:03,SESS-000200,VIS-00201,text,French,foreign,Belgium,directions,Hotel Ilomba,South,positive,1.5,True,False
QRY-004488,2026-06-05 09:10,SESS-001765,VIS-01766,text,English,foreign,UK,transport_fare,Musee Maritime de Douala,Littoral,positive,2.7,True,False
QRY-003792,2026-06-05 09:27,SESS-001513,VIS-01514,text,French,foreign,Chad,transport_fare,Plage de Kribi (Tara Plage),South,positive,3.2,True,False
QRY-000193,2026-06-05 09:40,SESS-000087,VIS-00088,text,English,domestic,South,cultural_info,West Region Gastronomy Spots,West,neutral,2.9,True,False
QRY-001665,2026-06-05 10:38,SESS-000664,VIS-00665,text,French,foreign,Gabon,transport_fare,Chez Carimo / Lobe Shacks,South,negative,2.6,True,False
QRY-004499,2026-06-05 11:00,SESS-001771,VIS-01772,text,English,foreign,Belgium,opening_hours,Krystal Palace Douala,Littoral,neutral,3.5,True,False
QRY-005871,2026-06-05 11:00,SESS-002356,VIS-02357,voice_note,French,domestic,Littoral,general_chat,,North,positive,2.7,True,False
QRY-003130,2026-06-05 12:11,SESS-001249,VIS-01250,text,English,domestic,West,directions,Palais des Rois Bell (Pagode),Littoral,positive,3.3,True,False
QRY-005232,2026-06-05 12:23,SESS-002074,VIS-02075,voice_note,French,domestic,South West,transport_fare,Artisanal Village & Flower Market,Littoral,neutral,2.8,True,False
QRY-003046,2026-06-05 13:20,SESS-001203,VIS-01204,voice_note,English,foreign,Nigeria,pricing,L'Ovalie & La Fourchette,Littoral,neutral,2.6,True,False
QRY-001861,2026-06-05 13:39,SESS-000740,VIS-00741,voice_note,French,foreign,France,general_chat,,West,positive,4.9,True,False
QRY-004670,2026-06-05 13:53,SESS-001847,VIS-01848,text,English,domestic,North,opening_hours,Hotel Ilomba,South,neutral,2.9,True,False
QRY-005718,2026-06-05 14:33,SESS-002280,VIS-02281,text,French,domestic,Littoral,directions,Domaine du Petpenoun,West,neutral,5.8,True,False
QRY-002468,2026-06-05 14:55,SESS-000988,VIS-00989,text,English,foreign,Equatorial Guinea,cultural_info,Bimbia Slave Trade Port,South West,negative,4.1,True,False
QRY-002041,2026-06-05 14:55,SESS-000811,VIS-00812,voice_note,French,foreign,Nigeria,transport_fare,Bimbia Slave Trade Port,South West,positive,3.1,True,False
QRY-000841,2026-06-05 15:24,SESS-000330,VIS-00331,text,French,domestic,South West,pricing,Les Gites de Kribi,South,negative,2.7,True,False
QRY-002663,2026-06-05 15:48,SESS-001052,VIS-01053,text,French,foreign,China,cultural_info,Star Land Hotel Bastos,Centre,neutral,2.2,True,False
QRY-003390,2026-06-05 15:49,SESS-001355,VIS-01356,text,English,domestic,Littoral,pricing,West Region Gastronomy Spots,West,negative,2.8,True,False
QRY-001639,2026-06-05 16:08,SESS-000654,VIS-00655,text,French,domestic,Far North,transport_fare,Palais des Rois Bell (Pagode),Littoral,positive,3.2,True,False
QRY-005158,2026-06-05 16:09,SESS-002043,VIS-02044,text,French,foreign,France,transport_fare,Down Beach & Batoke Beach,South West,positive,0.8,True,False
QRY-005751,2026-06-05 16:16,SESS-002297,VIS-02298,text,English,domestic,West,cultural_info,Chutes de la Lobe,South,positive,5.0,True,False
QRY-000692,2026-06-05 16:18,SESS-000279,VIS-00280,text,English,domestic,South,directions,Star Land Hotel Bastos,Centre,neutral,2.5,True,False
QRY-000091,2026-06-05 16:25,SESS-000039,VIS-00040,text,French,domestic,Adamawa,directions,Palais Royal de Foumban & Museum,West,neutral,4.2,True,False
QRY-000381,2026-06-05 16:26,SESS-000168,VIS-00169,voice_note,French,foreign,Germany,booking_interest,Mont Febe & Golf Club,Centre,positive,3.9,True,False
QRY-004427,2026-06-05 16:27,SESS-001741,VIS-01742,voice_note,French,domestic,Littoral,transport_fare,Rue des Artisans,West,neutral,1.7,True,False
QRY-001464,2026-06-05 16:28,SESS-000587,VIS-00588,text,English,domestic,South,cultural_info,Rue des Artisans,West,neutral,3.3,True,False
QRY-000025,2026-06-05 17:24,SESS-000010,VIS-00011,text,English,domestic,Centre,cultural_info,Krystal Palace Douala,Littoral,neutral,2.2,True,False
QRY-003139,2026-06-05 17:25,SESS-001252,VIS-01253,voice_note,French,foreign,Germany,cultural_info,Mont Febe & Golf Club,Centre,positive,2.1,True,False
QRY-000436,2026-06-05 17:29,SESS-000185,VIS-00186,text,English,domestic,Centre,directions,Chutes d'Ekom Nkam,Littoral,neutral,1.9,False,False
QRY-002985,2026-06-05 18:25,SESS-001177,VIS-01178,text,French,domestic,South,directions,Down Beach Roasted Fish Sheds,South West,positive,2.6,True,False
QRY-004404,2026-06-05 19:53,SESS-001734,VIS-01735,text,English,foreign,China,pricing,Les Gites de Kribi,South,neutral,1.7,True,False
QRY-003353,2026-06-05 20:01,SESS-001343,VIS-01344,text,French,foreign,France,cultural_info,L'Ovalie & La Fourchette,Littoral,positive,3.9,True,False
QRY-000867,2026-06-05 20:29,SESS-000340,VIS-00341,voice_note,English,domestic,West,transport_fare,Down Beach Roasted Fish Sheds,South West,positive,4.1,True,False
QRY-002937,2026-06-05 20:46,SESS-001158,VIS-01159,text,French,domestic,Far North,pricing,Grand Batanga & Luma Museum,South,negative,1.8,True,False
QRY-002085,2026-06-05 21:28,SESS-000829,VIS-00830,voice_note,Pidgin,domestic,West,transport_fare,Hotel Zingana,West,positive,4.1,True,False
QRY-000764,2026-06-05 21:36,SESS-000304,VIS-00305,text,French,foreign,France,cultural_info,Les Gites de Kribi,South,neutral,3.6,True,False
QRY-003877,2026-06-05 22:38,SESS-001544,VIS-01545,voice_note,French,domestic,West,cultural_info,Limbe Botanic Garden,South West,positive,3.8,True,False
QRY-000630,2026-06-05 22:56,SESS-000260,VIS-00261,text,French,foreign,UK,pricing,Bimbia Slave Trade Port,South West,neutral,3.1,True,False
QRY-004393,2026-06-06 06:03,SESS-001728,VIS-01729,voice_note,French,foreign,Gabon,cultural_info,Mont Febe & Golf Club,Centre,neutral,3.1,True,False
QRY-005440,2026-06-06 06:15,SESS-002165,VIS-02166,text,English,domestic,North,directions,Hotel Ilomba,South,neutral,4.0,True,False
QRY-003138,2026-06-06 06:59,SESS-001251,VIS-01252,text,English,domestic,South West,cultural_info,FINI Hotel Bobende,South West,negative,4.3,True,False
QRY-002353,2026-06-06 07:34,SESS-000940,VIS-00941,text,French,domestic,South,transport_fare,Les Gites de Kribi,South,positive,3.0,True,False
QRY-004240,2026-06-06 07:36,SESS-001677,VIS-01678,text,English,domestic,West,pricing,Mvog-Betsi Zoo & Botanical Garden,Centre,positive,2.5,True,False
QRY-005208,2026-06-06 07:43,SESS-002066,VIS-02067,text,French,domestic,East,opening_hours,Musee National de Yaounde,Centre,negative,1.6,True,False
QRY-000186,2026-06-06 08:31,SESS-000085,VIS-00086,text,French,domestic,South,pricing,Chez Carimo / Lobe Shacks,South,negative,2.1,True,False
QRY-004992,2026-06-06 08:37,SESS-001971,VIS-01972,voice_note,French,foreign,Germany,general_chat,,North,positive,2.8,True,False
QRY-000024,2026-06-06 08:55,SESS-000010,VIS-00011,voice_note,French,domestic,Centre,general_chat,,Adamawa,neutral,3.1,True,False
QRY-006171,2026-06-06 08:59,SESS-002463,VIS-02464,voice_note,French,domestic,Far North,opening_hours,L'Ovalie & La Fourchette,Littoral,neutral,4.0,True,False
QRY-000860,2026-06-06 09:06,SESS-000338,VIS-00339,text,French,domestic,East,general_chat,,Littoral,neutral,2.3,True,False
QRY-000576,2026-06-06 09:37,SESS-000244,VIS-00245,text,French,foreign,France,pricing,Les Gites de Kribi,South,neutral,3.4,True,False
QRY-003727,2026-06-06 09:43,SESS-001481,VIS-01482,text,French,domestic,Centre,cultural_info,Chez Carimo / Lobe Shacks,South,neutral,4.5,True,False
QRY-001870,2026-06-06 10:01,SESS-000744,VIS-00745,text,French,domestic,Far North,general_chat,,Adamawa,neutral,4.6,True,False
QRY-001696,2026-06-06 10:13,SESS-000677,VIS-00678,text,French,domestic,North West,pricing,Artisanal Village & Flower Market,Littoral,neutral,1.6,True,False
QRY-002867,2026-06-06 10:19,SESS-001131,VIS-01132,text,French,foreign,France,opening_hours,FINI Hotel Bobende,South West,neutral,3.6,True,False
QRY-001241,2026-06-06 10:30,SESS-000494,VIS-00495,text,French,domestic,Centre,pricing,Pullman Douala Rabingha,Littoral,positive,3.0,True,False
QRY-002234,2026-06-06 10:51,SESS-000892,VIS-00893,text,English,domestic,North West,pricing,Palais Royal de Foumban & Museum,West,positive,5.2,True,False
QRY-002629,2026-06-06 10:57,SESS-001040,VIS-01041,text,French,domestic,Far North,cultural_info,Down Beach Roasted Fish Sheds,South West,neutral,2.7,True,False
QRY-003855,2026-06-06 11:10,SESS-001539,VIS-01540,text,French,domestic,Centre,directions,FINI Hotel Bobende,South West,neutral,3.3,True,False
QRY-004091,2026-06-06 11:29,SESS-001619,VIS-01620,text,English,domestic,Littoral,cultural_info,Grand Batanga & Luma Museum,South,positive,3.8,True,False
QRY-004165,2026-06-06 11:41,SESS-001646,VIS-01647,text,French,domestic,North West,cultural_info,Marche Sandaga & Deido Soya,Littoral,neutral,1.2,False,False
QRY-004081,2026-06-06 11:52,SESS-001615,VIS-01616,text,French,domestic,South,opening_hours,Limbe Wildlife Centre,South West,neutral,3.2,True,False
QRY-002970,2026-06-06 12:58,SESS-001170,VIS-01171,text,French,foreign,Germany,directions,Mont Febe & Golf Club,Centre,positive,2.9,True,False
QRY-004471,2026-06-06 13:02,SESS-001757,VIS-01758,text,English,domestic,North West,pricing,Marche Sandaga & Deido Soya,Littoral,positive,3.2,True,False
QRY-002600,2026-06-06 13:07,SESS-001034,VIS-01035,text,French,foreign,Chad,transport_fare,Musee Maritime de Douala,Littoral,neutral,3.3,True,False
QRY-001249,2026-06-06 13:32,SESS-000497,VIS-00498,voice_note,English,domestic,North West,opening_hours,Down Beach Roasted Fish Sheds,South West,positive,3.5,True,False
QRY-000936,2026-06-06 13:46,SESS-000372,VIS-00373,voice_note,English,domestic,North West,opening_hours,Hilton Yaounde,Centre,positive,2.2,True,False
QRY-005531,2026-06-06 13:52,SESS-002201,VIS-02202,text,English,domestic,North West,cultural_info,Pullman Douala Rabingha,Littoral,positive,2.4,True,False
QRY-003216,2026-06-06 14:26,SESS-001286,VIS-01287,text,French,foreign,China,opening_hours,Bimbia Slave Trade Port,South West,neutral,4.9,True,False
QRY-001788,2026-06-06 14:26,SESS-000712,VIS-00713,voice_note,English,domestic,South West,opening_hours,FINI Hotel Bobende,South West,neutral,3.1,True,False
QRY-002015,2026-06-06 14:34,SESS-000801,VIS-00802,voice_note,French,foreign,Chad,transport_fare,Plage de Kribi (Tara Plage),South,neutral,1.4,True,False
QRY-004399,2026-06-06 14:35,SESS-001732,VIS-01733,text,French,foreign,South Africa,pricing,Seme Beach Hotel,South West,neutral,1.8,True,False
QRY-003222,2026-06-06 14:40,SESS-001289,VIS-01290,text,English,domestic,Centre,booking_interest,Down Beach & Batoke Beach,South West,neutral,3.8,True,False
QRY-005106,2026-06-06 14:52,SESS-002018,VIS-02019,text,English,foreign,China,pricing,Hotel Ilomba,South,positive,6.1,True,False
QRY-005163,2026-06-06 15:50,SESS-002046,VIS-02047,text,English,domestic,South,general_chat,,North West,neutral,6.3,True,False
QRY-002949,2026-06-06 16:06,SESS-001163,VIS-01164,text,French,foreign,Nigeria,transport_fare,Hotel Ilomba,South,neutral,2.8,True,False
QRY-002210,2026-06-06 18:02,SESS-000878,VIS-00879,text,French,foreign,Gabon,cultural_info,Musee National de Yaounde,Centre,neutral,4.0,True,False
QRY-002307,2026-06-06 18:22,SESS-000920,VIS-00921,text,French,domestic,West,transport_fare,Down Beach & Batoke Beach,South West,positive,3.9,True,False
QRY-005126,2026-06-06 18:43,SESS-002025,VIS-02026,text,English,domestic,North West,directions,Mount Cameroon (Upper Farms),South West,neutral,3.4,True,False
QRY-001087,2026-06-06 18:43,SESS-000427,VIS-00428,text,French,domestic,Far North,pricing,Star Land Hotel Bastos,Centre,neutral,2.2,True,False
QRY-004183,2026-06-06 19:35,SESS-001652,VIS-01653,voice_note,English,foreign,South Africa,directions,Krystal Palace Douala,Littoral,neutral,2.2,True,False
QRY-004474,2026-06-06 19:36,SESS-001757,VIS-01758,text,French,domestic,Centre,transport_fare,Down Beach & Batoke Beach,South West,positive,3.6,True,False
QRY-001244,2026-06-06 19:59,SESS-000496,VIS-00497,text,English,foreign,USA,pricing,Domaine du Petpenoun,West,positive,3.7,True,False
QRY-004039,2026-06-06 20:17,SESS-001597,VIS-01598,voice_note,French,foreign,Canada,emergency_sos,Douala-Edea Wildlife Reserve,Littoral,negative,1.1,True,True
QRY-003447,2026-06-06 20:29,SESS-001374,VIS-01375,text,French,domestic,South West,pricing,L'Ovalie & La Fourchette,Littoral,positive,1.6,True,False
QRY-000729,2026-06-06 20:31,SESS-000291,VIS-00292,text,English,domestic,North West,pricing,Chutes de la Lobe,South,neutral,4.0,True,False
QRY-001254,2026-06-06 21:07,SESS-000499,VIS-00500,text,English,foreign,Chad,transport_fare,Marche Sandaga & Deido Soya,Littoral,neutral,4.3,True,False
QRY-004732,2026-06-06 21:23,SESS-001870,VIS-01871,text,French,domestic,South,booking_interest,Down Beach Roasted Fish Sheds,South West,positive,2.6,True,False
QRY-004128,2026-06-06 21:31,SESS-001633,VIS-01634,text,French,domestic,Littoral,general_chat,,East,positive,2.3,True,False
QRY-002100,2026-06-06 21:43,SESS-000834,VIS-00835,voice_note,English,domestic,Adamawa,cultural_info,Chez Wou & La Salsa,Centre,positive,2.2,True,False
QRY-005459,2026-06-06 22:02,SESS-002172,VIS-02173,text,English,domestic,Littoral,directions,Palais des Rois Bell (Pagode),Littoral,neutral,1.6,True,False
QRY-004421,2026-06-06 22:23,SESS-001740,VIS-01741,text,English,domestic,South West,general_chat,,Centre,neutral,2.9,True,False
QRY-005271,2026-06-06 22:48,SESS-002091,VIS-02092,text,French,foreign,UK,booking_interest,Chez Wou & La Salsa,Centre,neutral,3.3,True,False
QRY-006159,2026-06-07 06:11,SESS-002458,VIS-02459,text,French,domestic,Centre,pricing,Chez Carimo / Lobe Shacks,South,neutral,3.0,True,False
